Customer_ID,Gender,Age,Married,State,Number_of_Referrals,Tenure_in_Months,Value_Deal,Phone_Service,Multiple_Lines,Internet_Service,Internet_Type,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Customer_Status,Churn_Category,Churn_Reason,Churn_Probability,Churn_Risk
59861-AND,Male,56,No,Andhra Pradesh,13,24,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,80.2,146.05,0.0,10,99.58,255.63,Churned,Attitude,Attitude of service provider,0.98,High Risk - Immediate Action Needed
39866-MAH,Female,24,No,Maharashtra,1,12,Deal 5,Yes,No,Yes,DSL,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,45.55,84.4,0.0,10,83.8,178.2,Joined,,,0.99,High Risk - Immediate Action Needed
27247-TAM,Female,48,No,Tamil Nadu,1,36,,Yes,No,No,,,,,,,,,,Month-to-Month,No,Bank Withdrawal,19.25,112.3,0.0,0,63.98,176.28,Churned,Attitude,Attitude of support person,0.87,High Risk - Immediate Action Needed
26889-RAJ,Female,40,No,Rajasthan,1,25,Deal 4,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,72.65,1194.3,0.0,0,751.84,1946.14,Churned,Competitor,Competitor had better devices,0.87,High Risk - Immediate Action Needed
92317-UTT,Male,29,Yes,Uttar Pradesh,11,22,Deal 5,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.2,474.8,0.0,0,172.45,647.25,Churned,Attitude,Attitude of service provider,0.91,High Risk - Immediate Action Needed
78412-UTT,Female,57,No,Uttar Pradesh,8,12,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.65,69.65,0.0,0,49.24,118.89,Churned,Competitor,Competitor offered higher download speeds,1.0,High Risk - Immediate Action Needed
57477-WES,Male,74,Yes,West Bengal,6,31,,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,102.95,7101.5,15.24,0,1221.5,8307.76,Churned,Competitor,Competitor had better devices,0.87,High Risk - Immediate Action Needed
48163-AND,Male,70,No,Andhra Pradesh,7,1,Deal 2,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,Yes,No,Yes,Month-to-Month,No,Credit Card,90.05,4547.25,0.0,0,1123.08,5670.33,Churned,Competitor,Competitor made better offer,0.88,High Risk - Immediate Action Needed
62771-ASS,Female,19,No,Assam,10,11,,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,-3.0,78.3,0.0,0,167.76,246.06,Stayed,,,0.77,High Risk - Immediate Action Needed
45773-AND,Female,45,No,Andhra Pradesh,14,7,Deal 4,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44.05,483.7,0.0,0,273.13,756.83,Churned,Competitor,Competitor had better devices,0.87,High Risk - Immediate Action Needed
33916-JAM,Female,39,Yes,Jammu & Kashmir,7,21,,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,80.25,846.0,0.0,0,271.0,1117.0,Churned,Competitor,Competitor made better offer,0.77,High Risk - Immediate Action Needed
97493-AND,Female,59,No,Andhra Pradesh,9,16,Deal 5,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,75.8,246.3,0.0,10,15.6,271.9,Churned,Competitor,Competitor had better devices,0.95,High Risk - Immediate Action Needed
29090-UTT,Female,55,No,Uttar Pradesh,1,3,Deal 5,Yes,No,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.1,246.5,0.0,0,97.29,343.79,Churned,Attitude,Attitude of support person,0.91,High Risk - Immediate Action Needed
26359-MAH,Female,28,Yes,Maharashtra,15,12,Deal 5,Yes,No,No,,,,,,,,,,Month-to-Month,Yes,Credit Card,19.6,19.6,0.0,0,5.36,24.96,Churned,Price,Price too high,0.96,High Risk - Immediate Action Needed
37071-KER,Female,48,No,Kerala,6,33,Deal 5,No,,Yes,Cable,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,-4.0,91.7,0.0,0,0.0,91.7,Churned,Attitude,Attitude of support person,0.81,High Risk - Immediate Action Needed
52313-KER,Male,64,No,Kerala,7,20,,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.25,2440.15,0.0,0,695.52,3135.67,Churned,Attitude,Attitude of support person,0.83,High Risk - Immediate Action Needed
63309-MAH,Female,75,Yes,Maharashtra,2,14,Deal 3,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,98.5,2514.5,13.43,0,494.0,2995.07,Churned,Dissatisfaction,Limited range of services,0.91,High Risk - Immediate Action Needed
93689-UTT,Male,46,No,Uttarakhand,4,32,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.85,69.85,0.0,0,12.13,81.98,Churned,Competitor,Competitor had better devices,1.0,High Risk - Immediate Action Needed
32696-UTT,Female,49,Yes,Uttar Pradesh,0,10,,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,81.1,81.1,0.0,0,22.86,103.96,Churned,Competitor,Competitor offered more data,0.88,High Risk - Immediate Action Needed
19698-UTT,Male,64,No,Uttar Pradesh,7,13,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.85,635.6,0.0,0,108.57,744.17,Churned,Competitor,Competitor had better devices,0.79,High Risk - Immediate Action Needed
41620-MAH,Female,48,Yes,Maharashtra,8,16,,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,70.4,147.15,0.0,0,92.46,239.61,Churned,Dissatisfaction,Network reliability,0.84,High Risk - Immediate Action Needed
98019-MAH,Female,75,No,Maharashtra,0,26,,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.4,1156.1,0.0,0,258.45,1414.55,Churned,Competitor,Competitor offered higher download speeds,0.86,High Risk - Immediate Action Needed
13079-JAM,Female,19,No,Jammu & Kashmir,10,8,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,88.4,788.6,0.0,0,319.05,1107.65,Stayed,,,0.87,High Risk - Immediate Action Needed
97427-JAM,Female,27,Yes,Jammu & Kashmir,9,2,Deal 5,Yes,No,No,,,,,,,,,,Month-to-Month,Yes,Credit Card,20.35,20.35,0.0,0,29.86,50.21,Joined,,,0.98,High Risk - Immediate Action Needed
49138-UTT,Female,56,No,Uttar Pradesh,5,36,Deal 4,Yes,No,Yes,DSL,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,55.95,734.35,0.0,0,247.65,982.0,Churned,Competitor,Competitor had better devices,0.78,High Risk - Immediate Action Needed
67100-KER,Female,68,Yes,Kerala,10,10,Deal 4,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,95.15,1789.25,0.0,120,624.53,2533.78,Churned,Price,Long distance charges,0.81,High Risk - Immediate Action Needed
92527-KAR,Female,40,No,Karnataka,7,16,,Yes,No,No,,,,,,,,,,Month-to-Month,Yes,Credit Card,20.05,20.05,0.0,0,3.23,23.28,Joined,,,0.9,High Risk - Immediate Action Needed
79822-JAM,Male,41,Yes,Jammu & Kashmir,12,28,,Yes,Yes,Yes,Cable,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,62.05,118.3,0.0,0,74.58,192.88,Churned,Competitor,Competitor made better offer,0.83,High Risk - Immediate Action Needed
61945-AND,Female,64,Yes,Andhra Pradesh,14,17,,Yes,No,No,,,,,,,,,,Month-to-Month,Yes,Credit Card,19.3,19.3,0.0,0,49.2,68.5,Churned,Dissatisfaction,Service dissatisfaction,0.85,High Risk - Immediate Action Needed
15010-KER,Female,39,Yes,Kerala,10,30,,Yes,No,Yes,Cable,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,45.0,96.45,0.0,30,34.5,160.95,Churned,Competitor,Competitor had better devices,0.89,High Risk - Immediate Action Needed
23132-PUN,Female,36,Yes,Punjab,0,15,,Yes,No,Yes,DSL,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,52.2,52.2,0.0,0,34.04,86.24,Churned,Competitor,Competitor made better offer,0.78,High Risk - Immediate Action Needed
33910-TEL,Female,63,No,Telangana,4,30,,Yes,No,No,,,,,,,,,,Month-to-Month,No,Bank Withdrawal,19.55,61.05,0.0,0,122.94,183.99,Joined,,,0.86,High Risk - Immediate Action Needed
33928-MAH,Female,70,No,Maharashtra,11,18,,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,88.55,179.25,0.0,0,43.14,222.39,Churned,Competitor,Competitor had better devices,0.91,High Risk - Immediate Action Needed
21542-WES,Female,59,Yes,West Bengal,2,8,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.1,70.1,0.0,0,46.17,116.27,Churned,Competitor,Competitor offered higher download speeds,1.0,High Risk - Immediate Action Needed
18706-TAM,Female,82,Yes,Tamil Nadu,12,2,Deal 5,Yes,No,Yes,Cable,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.6,195.05,0.0,0,63.82,258.87,Churned,Price,Long distance charges,0.99,High Risk - Immediate Action Needed
78253-UTT,Male,56,Yes,Uttarakhand,11,26,,Yes,No,No,,,,,,,,,,Month-to-Month,No,Mailed Check,19.65,100.9,0.0,0,93.0,193.9,Stayed,,,0.77,High Risk - Immediate Action Needed
46190-GUJ,Male,27,Yes,Gujarat,0,36,Deal 5,Yes,No,Yes,DSL,No,No,No,No,No,Yes,Yes,No,Month-to-Month,No,Mailed Check,55.55,55.55,0.0,30,33.32,118.87,Joined,,,0.94,High Risk - Immediate Action Needed
33250-PUN,Male,54,No,Punjab,14,33,,No,,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,24.75,24.75,0.0,0,0.0,24.75,Churned,Competitor,Competitor had better devices,0.87,High Risk - Immediate Action Needed
36628-GUJ,Female,44,Yes,Gujarat,7,1,Deal 5,Yes,No,Yes,Fiber Optic,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.15,194.55,0.0,0,53.16,247.71,Joined,,,0.88,High Risk - Immediate Action Needed
52526-JAM,Female,25,Yes,Jammu & Kashmir,2,36,,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,20.5,20.5,0.0,0,19.85,40.35,Churned,Attitude,Attitude of support person,0.86,High Risk - Immediate Action Needed
65899-UTT,Male,45,No,Uttar Pradesh,0,14,,Yes,Yes,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,50.1,50.1,0.0,0,46.49,96.59,Churned,Other,Don't know,0.86,High Risk - Immediate Action Needed
42264-UTT,Female,73,No,Uttar Pradesh,6,21,,Yes,Yes,Yes,Cable,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.6,360.1,0.0,0,26.72,386.82,Churned,Competitor,Competitor had better devices,0.85,High Risk - Immediate Action Needed
96872-TAM,Male,42,No,Tamil Nadu,12,31,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,70.4,70.4,0.0,0,29.63,100.03,Churned,Competitor,Competitor had better devices,1.0,High Risk - Immediate Action Needed
44198-TEL,Female,49,Yes,Telangana,3,24,,Yes,No,No,,,,,,,,,,Month-to-Month,No,Mailed Check,19.45,19.45,0.0,0,28.73,48.18,Churned,Competitor,Competitor made better offer,0.88,High Risk - Immediate Action Needed
19006-KAR,Female,23,Yes,Karnataka,4,1,,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,Yes,No,Month-to-Month,No,Bank Withdrawal,70.4,281.0,0.0,70,164.48,515.48,Churned,Competitor,Competitor had better devices,0.78,High Risk - Immediate Action Needed
46730-ASS,Female,18,No,Assam,5,4,Deal 5,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.75,144.8,0.0,0,87.12,231.92,Joined,,,0.97,High Risk - Immediate Action Needed
47492-AND,Female,30,Yes,Andhra Pradesh,15,24,Deal 5,Yes,No,No,,,,,,,,,,Month-to-Month,Yes,Bank Withdrawal,20.15,20.15,0.0,0,18.63,38.78,Joined,,,0.96,High Risk - Immediate Action Needed
71710-GUJ,Female,41,Yes,Gujarat,12,2,Deal 5,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,20.2,20.2,0.0,0,11.25,31.45,Churned,Competitor,Competitor made better offer,1.0,High Risk - Immediate Action Needed
72648-JAM,Female,70,Yes,Jammu & Kashmir,13,15,Deal 5,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,81.0,371.65,40.64,10,236.4,577.41,Churned,Competitor,Competitor made better offer,0.87,High Risk - Immediate Action Needed
34580-MAH,Male,62,No,Maharashtra,6,32,Deal 5,Yes,No,Yes,DSL,Yes,Yes,No,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,60.0,60.0,0.0,10,43.48,113.48,Churned,Attitude,Attitude of service provider,0.95,High Risk - Immediate Action Needed
78566-JAM,Female,54,Yes,Jammu & Kashmir,15,28,Deal 5,Yes,No,No,,,,,,,,,,Month-to-Month,Yes,Credit Card,19.9,19.9,0.0,0,36.63,56.53,Churned,Competitor,Competitor made better offer,0.97,High Risk - Immediate Action Needed
26363-KER,Female,32,Yes,Kerala,3,34,,Yes,No,No,,,,,,,,,,Month-to-Month,No,Bank Withdrawal,19.45,159.2,0.0,0,15.6,174.8,Stayed,,,0.83,High Risk - Immediate Action Needed
49975-MAD,Female,77,Yes,Madhya Pradesh,3,25,Deal 3,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,99.55,3734.25,0.0,0,1800.82,5535.07,Churned,Dissatisfaction,Service dissatisfaction,0.76,High Risk - Immediate Action Needed
25268-TAM,Male,67,Yes,Tamil Nadu,15,21,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,68.95,68.95,0.0,0,21.65,90.6,Churned,Dissatisfaction,Limited range of services,1.0,High Risk - Immediate Action Needed
55696-WES,Male,24,Yes,West Bengal,7,3,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,79.9,324.3,0.0,0,172.24,496.54,Churned,Competitor,Competitor had better devices,0.91,High Risk - Immediate Action Needed
48291-UTT,Female,60,Yes,Uttar Pradesh,6,36,,No,,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,25.15,99.95,0.0,0,0.0,99.95,Stayed,,,0.91,High Risk - Immediate Action Needed
16346-HAR,Female,74,Yes,Haryana,2,18,Deal 5,Yes,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44.7,93.7,0.0,0,82.86,176.56,Churned,Competitor,Competitor offered more data,1.0,High Risk - Immediate Action Needed
82868-MAD,Female,22,Yes,Madhya Pradesh,4,4,Deal 3,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.2,2983.8,0.0,0,351.9,3335.7,Churned,Dissatisfaction,Service dissatisfaction,0.92,High Risk - Immediate Action Needed
99629-UTT,Female,77,No,Uttar Pradesh,11,24,Deal 5,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,100.6,819.4,0.0,0,323.6,1143.0,Churned,Attitude,Attitude of support person,0.97,High Risk - Immediate Action Needed
69203-PUN,Female,68,No,Punjab,12,9,Deal 3,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,84.8,2043.45,0.0,0,207.75,2251.2,Churned,Price,Extra data charges,0.97,High Risk - Immediate Action Needed
43023-BIH,Male,69,No,Bihar,4,11,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,86.05,86.05,0.0,0,38.78,124.83,Churned,Competitor,Competitor had better devices,0.92,High Risk - Immediate Action Needed
67175-HAR,Female,61,No,Haryana,0,8,,Yes,Yes,Yes,Cable,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,96.05,4399.5,0.0,80,284.28,4763.78,Churned,Price,Extra data charges,0.84,High Risk - Immediate Action Needed
14268-UTT,Male,68,Yes,Uttar Pradesh,7,18,Deal 5,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,86.0,86.0,0.0,0,28.82,114.82,Churned,Competitor,Competitor made better offer,1.0,High Risk - Immediate Action Needed
24498-MAH,Female,76,No,Maharashtra,3,32,Deal 3,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76.5,2868.15,0.0,0,234.21,3102.36,Churned,Price,Extra data charges,0.95,High Risk - Immediate Action Needed
22520-TAM,Female,32,No,Tamil Nadu,9,12,Deal 5,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44.9,44.9,0.0,0,41.78,86.68,Churned,Dissatisfaction,Lack of self-service on Website,1.0,High Risk - Immediate Action Needed
91505-HAR,Female,35,No,Haryana,7,26,Deal 5,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44.1,44.1,0.0,0,4.41,48.51,Churned,Competitor,Competitor made better offer,1.0,High Risk - Immediate Action Needed
68126-KAR,Female,71,Yes,Karnataka,10,21,,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.65,69.65,0.0,0,31.13,100.78,Churned,Attitude,Attitude of service provider,0.92,High Risk - Immediate Action Needed
27501-TEL,Female,33,No,Telangana,5,26,,Yes,No,No,,,,,,,,,,Month-to-Month,No,Mailed Check,20.0,20.0,0.0,0,46.77,66.77,Churned,Attitude,Attitude of service provider,0.89,High Risk - Immediate Action Needed
59649-UTT,Female,39,Yes,Uttar Pradesh,5,20,,Yes,No,No,,,,,,,,,,Month-to-Month,No,Mailed Check,19.8,19.8,0.0,0,9.66,29.46,Churned,Price,Long distance charges,0.87,High Risk - Immediate Action Needed
71858-KAR,Female,37,No,Karnataka,8,20,Deal 5,Yes,No,No,,,,,,,,,,Month-to-Month,Yes,Mailed Check,20.15,20.15,0.0,0,21.59,41.74,Churned,Attitude,Attitude of support person,0.97,High Risk - Immediate Action Needed
26882-KER,Female,55,Yes,Kerala,8,23,Deal 5,Yes,No,No,,,,,,,,,,Month-to-Month,No,Mailed Check,19.35,126.05,0.0,0,158.8,284.85,Churned,Competitor,Competitor made better offer,0.81,High Risk - Immediate Action Needed
32749-UTT,Female,58,No,Uttar Pradesh,13,12,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.6,94.6,0.0,0,1.17,95.77,Churned,Other,Don't know,0.94,High Risk - Immediate Action Needed
44700-DEL,Female,48,No,Delhi,10,19,Deal 5,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,84.6,84.6,0.0,0,7.34,91.94,Joined,,,1.0,High Risk - Immediate Action Needed
19956-AND,Male,26,Yes,Andhra Pradesh,14,31,,Yes,No,Yes,DSL,No,No,No,No,Yes,No,Yes,Yes,Month-to-Month,No,Credit Card,53.4,188.7,0.0,0,143.04,331.74,Churned,Other,Don't know,0.77,High Risk - Immediate Action Needed
25517-RAJ,Female,40,No,Rajasthan,4,10,,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,91.45,171.45,0.0,10,98.82,280.27,Joined,,,0.85,High Risk - Immediate Action Needed
36423-MAH,Male,66,Yes,Maharashtra,3,17,,Yes,No,Yes,Cable,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,53.55,53.55,0.0,0,1.59,55.14,Churned,Price,Lack of affordable download/upload speed,0.87,High Risk - Immediate Action Needed
33391-MAH,Female,35,Yes,Maharashtra,5,11,,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,88.95,355.2,0.0,40,193.28,588.48,Churned,Dissatisfaction,Network reliability,0.79,High Risk - Immediate Action Needed
12370-JAM,Female,49,Yes,Jammu & Kashmir,2,29,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.95,381.3,0.0,0,16.56,397.86,Churned,Competitor,Competitor made better offer,0.79,High Risk - Immediate Action Needed
37116-HAR,Female,63,No,Haryana,6,15,,Yes,No,Yes,DSL,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,-4.0,340.25,0.0,0,35.91,376.16,Churned,Other,Don't know,0.82,High Risk - Immediate Action Needed
64348-TEL,Female,66,Yes,Telangana,2,35,Deal 3,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,101.4,3496.3,0.0,0,1389.15,4885.45,Churned,Competitor,Competitor offered more data,0.8,High Risk - Immediate Action Needed
25564-KER,Female,37,No,Kerala,14,9,Deal 5,Yes,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,44.6,80.55,0.0,0,60.38,140.93,Churned,Price,Lack of affordable download/upload speed,0.95,High Risk - Immediate Action Needed
45561-MAH,Female,44,Yes,Maharashtra,6,7,Deal 5,Yes,No,No,,,,,,,,,,Month-to-Month,Yes,Mailed Check,20.0,40.9,0.0,0,86.54,127.44,Joined,,,0.98,High Risk - Immediate Action Needed
39603-RAJ,Female,81,Yes,Rajasthan,10,7,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.35,75.35,0.0,0,28.49,103.84,Churned,Attitude,Attitude of support person,0.92,High Risk - Immediate Action Needed
47080-HAR,Female,49,Yes,Haryana,11,18,Deal 4,No,,Yes,DSL,No,No,Yes,No,No,No,No,No,Month-to-Month,No,Credit Card,29.5,255.25,0.0,40,0.0,295.25,Churned,Dissatisfaction,Service dissatisfaction,0.91,High Risk - Immediate Action Needed
84298-TAM,Male,37,No,Tamil Nadu,5,23,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,69.35,451.1,0.0,10,103.25,564.35,Churned,Competitor,Competitor had better devices,0.96,High Risk - Immediate Action Needed
73187-MAH,Male,30,No,Maharashtra,6,14,,Yes,No,Yes,Cable,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,44.75,270.95,0.0,10,246.96,527.91,Churned,Dissatisfaction,Network reliability,0.84,High Risk - Immediate Action Needed
16444-BIH,Female,24,Yes,Bihar,10,4,,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,-2.0,140.7,0.0,0,72.12,212.82,Churned,Dissatisfaction,Service dissatisfaction,0.86,High Risk - Immediate Action Needed
53697-TAM,Male,73,Yes,Tamil Nadu,15,11,Deal 5,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,20.05,20.05,0.0,0,19.87,39.92,Churned,Price,Long distance charges,0.97,High Risk - Immediate Action Needed
28681-HAR,Female,33,No,Haryana,4,2,,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,75.55,75.55,0.0,0,7.11,82.66,Joined,,,0.88,High Risk - Immediate Action Needed
21265-JAM,Male,66,No,Jammu & Kashmir,3,4,Deal 5,Yes,No,Yes,Cable,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,-9.0,50.15,0.0,0,39.78,89.93,Churned,Competitor,Competitor made better offer,1.0,High Risk - Immediate Action Needed
72082-HAR,Female,53,Yes,Haryana,15,36,Deal 5,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,20.6,20.6,0.0,0,47.26,67.86,Churned,Price,Long distance charges,0.98,High Risk - Immediate Action Needed
81650-UTT,Male,46,No,Uttar Pradesh,5,22,Deal 5,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.35,323.25,0.0,0,41.49,364.74,Churned,Dissatisfaction,Poor expertise of online support,0.93,High Risk - Immediate Action Needed
21282-JAM,Female,37,Yes,Jammu & Kashmir,4,17,,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,75.35,75.35,0.0,10,32.82,118.17,Churned,Competitor,Competitor made better offer,0.89,High Risk - Immediate Action Needed
99886-UTT,Female,38,No,Uttar Pradesh,4,20,Deal 3,No,,Yes,DSL,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,50.75,2011.4,0.0,0,0.0,2011.4,Churned,Attitude,Attitude of support person,0.75,High Risk - Immediate Action Needed
36339-UTT,Female,54,No,Uttar Pradesh,14,7,Deal 5,Yes,No,No,,,,,,,,,,Month-to-Month,Yes,Credit Card,19.9,45.75,0.0,0,124.08,169.83,Joined,,,0.88,High Risk - Immediate Action Needed
73108-GUJ,Female,38,Yes,Gujarat,6,12,,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,20.25,36.8,0.0,0,31.66,68.46,Joined,,,0.86,High Risk - Immediate Action Needed
42767-WES,Female,57,Yes,West Bengal,9,21,Deal 2,No,,Yes,Cable,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,50.8,3027.4,0.0,0,0.0,3027.4,Churned,Competitor,Competitor offered more data,0.77,High Risk - Immediate Action Needed
